iter	Passed	Remaining
3216	270895	150142
3217	270962	150048
3218	271024	149951
3219	271100	149863
3220	271182	149777
3221	271262	149691
3222	271339	149602
3223	271414	149513
3224	271483	149421
3225	271564	149335
3226	271641	149247
3227	271813	149211
3228	271885	149120
3229	271949	149024
3230	272021	148934
3231	272097	148845
3232	272172	148756
3233	272241	148663
3234	272330	148582
3235	272412	148496
3236	272484	148406
3237	272562	148318
3238	272637	148229
3239	272711	148139
3240	272777	148045
3241	272982	148026
3242	273063	147941
3243	273146	147856
3244	273218	147765
3245	273288	147673
3246	273374	147590
3247	273451	147502
3248	273518	147408
3249	273593	147319
3250	273659	147225
3251	273747	147143
3252	273820	147053
3253	273890	146961
3254	274015	146899
3255	274154	146844
3256	274224	146752
3257	274296	146661
3258	274367	146570
3259	274438	146479
3260	274508	146387
3261	274581	146297
3262	274659	146210
3263	274734	146121
3264	274810	146032
3265	274883	145942
3266	274957	145852
3267	275024	145759
3268	275093	145667
3269	275269	145632
3270	275370	145556
3271	275447	145468
3272	275515	145375
3273	275587	145285
3274	275660	145195
3275	275736	145107
3276	275806	145015
3277	275878	144924
3278	275950	144833
3279	276029	144746
3280	276095	144653
3281	276167	144563
3282	276243	144474
3283	276450	144454
3284	276531	144368
3285	276637	144296
3286	276713	144207
3287	276775	144111
3288	276850	144022
3289	276927	143934
3290	277013	143851
3291	277108	143773
3292	277204	143695
3293	277283	143608
3294	277372	143526
3295	277448	143438
3296	277631	143404
3297	277710	143317
3298	277789	143231
3299	277867	143143
3300	277936	143051
3301	278011	142962
3302	278069	142865
3303	278151	142780
3304	278229	142692
3305	278302	142602
3306	278390	142520
3307	278468	142432
3308	278534	142339
3309	278611	142251
3310	278799	142220
3311	278887	142138
3312	278964	142050
3313	279036	141959
3314	279109	141870
3315	279181	141779
3316	279265	141695
3317	279336	141604
3318	279402	141511
3319	279476	141421
3320	279551	141332
3321	279605	141233
3322	279685	141147
3323	279758	141057
3324	279972	141038
3325	280047	140950
3326	280130	140865
3327	280197	140772
3328	280277	140686
3329	280361	140601
3330	280449	140519
3331	280524	140430
3332	280591	140337
3333	280683	140257
3334	280754	140166
3335	280836	140081
3336	280903	139988
3337	280975	139898
3338	281146	139857
3339	281228	139772
3340	281301	139682
3341	281373	139592
3342	281436	139497
3343	281514	139410
3344	281592	139322
3345	281678	139239
3346	281747	139147
3347	281808	139052
3348	281879	138961
3349	281944	138868
3350	282017	138778
3351	282091	138689
3352	282245	138639
3353	282360	138570
3354	282435	138481
3355	282513	138394
3356	282591	138307
3357	282668	138219
3358	282751	138134
3359	282828	138047
3360	282916	137964
3361	283004	137882
3362	283081	137795
3363	283158	137707
3364	283242	137622
3365	283364	137556
3366	283507	137501
3367	283579	137411
3368	283671	137330
3369	283748	137243
3370	283847	137166
3371	283907	137070
3372	283987	136984
3373	284062	136895
3374	284137	136806
3375	284209	136717
3376	284279	136625
3377	284347	136533
3378	284413	136441
3379	284612	136411
3380	284711	136334
3381	284786	136246
3382	284862	136157
3383	284936	136068
3384	285011	135980
3385	285077	135887
3386	285147	135796
3387	285223	135708
3388	285299	135620
3389	285372	135530
3390	285448	135442
3391	285514	135350
3392	285579	135256
3393	285683	135182
3394	285847	135135
3395	285925	135048
3396	285989	134954
3397	286063	134865
3398	286137	134776
3399	286223	134693
3400	286283	134597
3401	286366	134512
3402	286458	134432
3403	286530	134342
3404	286608	134255
3405	286675	134163
3406	286749	134074
3407	286897	134020
3408	287054	133970
3409	287131	133882
3410	287218	133799
3411	287296	133712
3412	287380	133628
3413	287458	133540
3414	287558	133464
3415	287637	133377
3416	287700	133283
3417	287792	133202
3418	287861	133111
3419	287927	133019
3420	288121	132985
3421	288234	132914
3422	288307	132825
3423	288375	132733
3424	288449	132644
3425	288522	132555
3426	288597	132466
3427	288663	132374
3428	288723	132279
3429	288793	132188
3430	288863	132097
3431	288932	132006
3432	289004	131916
3433	289083	131830
3434	289198	131759
3435	289365	131713
3436	289445	131627
3437	289500	131529
3438	289575	131441
3439	289645	131350
3440	289711	131258
3441	289787	131170
3442	289875	131088
3443	289943	130996
3444	290021	130909
3445	290096	130821
3446	290165	130730
3447	290232	130638
3448	290295	130544
3449	290492	130511
3450	290573	130425
3451	290643	130334
3452	290709	130242
3453	290779	130151
3454	290864	130068
3455	290941	129980
3456	291024	129895
3457	291085	129801
3458	291159	129713
3459	291235	129625
3460	291310	129536
3461	291394	129452
3462	291469	129364
3463	291686	129338
3464	291763	129251
3465	291829	129159
3466	291909	129073
3467	291979	128982
3468	292053	128894
3469	292135	128808
3470	292208	128719
3471	292283	128631
3472	292357	128543
3473	292421	128449
3474	292494	128360
3475	292573	128274
3476	292645	128185
3477	292835	128147
3478	292915	128061
3479	292986	127970
3480	293053	127879
3481	293122	127788
3482	293211	127706
3483	293296	127622
3484	293400	127547
3485	293480	127461
3486	293546	127369
3487	293633	127285
3488	293744	127213
3489	293824	127127
3490	294019	127091
3491	294100	127005
3492	294183	126920
3493	294252	126830
3494	294325	126740
3495	294403	126654
3496	294477	126565
3497	294584	126491
3498	294659	126402
3499	294721	126309
3500	294811	126227
3501	294887	126139
3502	294957	126049
3503	295152	126012
3504	295277	125945
3505	295351	125856
3506	295428	125769
3507	295503	125681
3508	295575	125592
3509	295644	125501
3510	295727	125416
3511	295809	125331
3512	295884	125243
3513	295961	125156
3514	296032	125066
3515	296107	124978
3516	296174	124886
3517	296337	124835
3518	296449	124763
3519	296523	124674
3520	296596	124585
3521	296705	124511
3522	296778	124422
3523	296851	124333
3524	296935	124249
3525	297026	124168
3526	297112	124084
3527	297201	124002
3528	297283	123917
3529	297347	123824
3530	297541	123786
3531	297629	123703
3532	297703	123614
3533	297778	123526
3534	297859	123440
3535	297936	123353
3536	298015	123267
3537	298098	123182
3538	298165	123091
3539	298235	123001
3540	298304	122910
3541	298369	122818
3542	298444	122730
3543	298518	122642
3544	298720	122605
3545	298829	122532
3546	298911	122446
3547	298987	122358
3548	299057	122268
3549	299124	122177
3550	299205	122092
3551	299284	122005
3552	299357	121916
3553	299428	121826
3554	299500	121737
3555	299583	121653
3556	299656	121564
3557	299727	121474
3558	299914	121431
3559	300009	121352
3560	300085	121264
3561	300168	121179
3562	300252	121095
3563	300338	121011
3564	300423	120927
3565	300527	120851
3566	300629	120774
3567	300700	120684
3568	300773	120596
3569	300842	120505
3570	300914	120416
3571	301109	120376
3572	301179	120286
3573	301257	120199
3574	301334	120112
3575	301413	120026
3576	301492	119939
3577	301560	119848
3578	301636	119761
3579	301709	119672
3580	301781	119583
3581	301852	119493
3582	301923	119404
3583	301996	119315
3584	302060	119223
3585	302278	119191
3586	302369	119110
3587	302440	119020
3588	302545	118944
3589	302622	118857
3590	302689	118766
3591	302749	118672
3592	302824	118584
3593	302896	118495
3594	302971	118407
3595	303045	118319
3596	303111	118227
3597	303180	118137
3598	303243	118045
3599	303433	118001
3600	303517	117917
3601	303611	117837
3602	303712	117759
3603	303788	117671
3604	303907	117600
3605	304002	117520
3606	304076	117432
3607	304155	117346
3608	304237	117260
3609	304311	117172
3610	304390	117086
3611	304529	117022
3612	304676	116962
3613	304758	116877
3614	304852	116796
3615	304923	116707
3616	304996	116618
3617	305072	116531
3618	305170	116452
3619	305234	116360
3620	305304	116270
3621	305376	116181
3622	305443	116090
3623	305504	115997
3624	305572	115906
3625	305760	115861
3626	305865	115785
3627	305947	115700
3628	306015	115609
3629	306081	115518
3630	306145	115426
3631	306198	115330
3632	306258	115236
3633	306325	115145
3634	306392	115055
3635	306465	114966
3636	306535	114876
3637	306602	114786
3638	306680	114699
3639	306764	114615
3640	306889	114546
3641	307052	114491
3642	307139	114407
3643	307216	114321
3644	307295	114234
3645	307362	114144
3646	307431	114054
3647	307508	113967
3648	307587	113880
3649	307660	113792
3650	307728	113702
3651	307790	113609
3652	307865	113521
3653	307938	113433
3654	308085	113372
3655	308264	113322
3656	308352	113239
3657	308426	113151
3658	308500	113063
3659	308578	112976
3660	308661	112891
3661	308752	112810
3662	308838	112726
3663	308922	112642
3664	308995	112553
3665	309072	112466
3666	309139	112376
3667	309225	112292
3668	309415	112246
3669	309495	112160
3670	309581	112076
3671	309653	111988
3672	309733	111901
3673	309803	111812
3674	309876	111724
3675	309956	111638
3676	310030	111550
3677	310104	111462
3678	310189	111378
3679	310275	111294
3680	310393	111222
3681	310593	111179
3682	310677	111094
3683	310752	111007
3684	310822	110917
3685	310893	110828
3686	310973	110742
3687	311043	110653
3688	311130	110569
3689	311208	110483
3690	311285	110396
3691	311363	110309
3692	311451	110226
3693	311525	110138
3694	311753	110105
3695	311829	110017
3696	311903	109929
3697	311980	109842
3698	312070	109760
3699	312158	109677
3700	312231	109589
3701	312300	109499
3702	312371	109410
3703	312439	109320
3704	312525	109236
3705	312590	109145
3706	312663	109056
3707	312753	108974
3708	312944	108927
3709	313038	108846
3710	313101	108754
3711	313172	108665
3712	313251	108579
3713	313330	108493
3714	313401	108404
3715	313514	108329
3716	313599	108245
3717	313685	108161
3718	313759	108073
3719	313836	107986
3720	313905	107897
3721	314069	107840
3722	314185	107766
3723	314258	107678
3724	314318	107585
3725	314377	107492
3726	314457	107406
3727	314540	107321
3728	314614	107233
3729	314700	107150
3730	314767	107059
3731	314838	106970
3732	314911	106882
3733	314993	106797
3734	315068	106709
3735	315197	106640
3736	315381	106589
3737	315453	106501
3738	315531	106414
3739	315603	106326
3740	315662	106233
3741	315722	106140
3742	315789	106050
3743	315868	105964
3744	315948	105878
3745	316015	105788
3746	316088	105700
3747	316164	105613
3748	316236	105524
3749	316308	105436
3750	316507	105389
3751	316586	105303
3752	316664	105217
3753	316743	105131
3754	316813	105042
3755	316888	104954
3756	316980	104872
3757	317056	104785
3758	317156	104706
3759	317228	104617
3760	317298	104528
3761	317362	104437
3762	317427	104347
3763	317498	104258
3764	317691	104209
3765	317784	104127
3766	317864	104042
3767	317942	103955
3768	318020	103869
3769	318096	103782
3770	318172	103694
3771	318273	103615
3772	318345	103527
3773	318421	103440
3774	318486	103349
3775	318559	103261
3776	318631	103173
3777	318798	103115
3778	318976	103061
3779	319036	102969
3780	319108	102881
3781	319182	102793
3782	319250	102703
3783	319318	102613
3784	319391	102526
3785	319467	102438
3786	319534	102348
3787	319600	102258
3788	319667	102168
3789	319744	102081
3790	319819	101994
3791	319907	101911
3792	320126	101869
3793	320213	101786
3794	320288	101698
3795	320355	101609
3796	320433	101522
3797	320523	101440
3798	320593	101351
3799	320670	101264
3800	320743	101176
3801	320806	101085
3802	320865	100992
3803	320932	100903
3804	320986	100809
3805	321057	100720
3806	321116	100628
3807	321331	100584
3808	321415	100500
3809	321491	100413
3810	321558	100323
3811	321630	100235
3812	321693	100144
3813	321768	100057
3814	321844	99970
3815	321923	99884
3816	321994	99795
3817	322068	99707
3818	322159	99625
3819	322230	99537
3820	322294	99446
3821	322541	99412
3822	322621	99326
3823	322689	99237
3824	322756	99147
3825	322826	99058
3826	322900	98971
3827	322973	98883
3828	323032	98790
3829	323109	98704
3830	323183	98616
3831	323266	98532
3832	323346	98446
3833	323434	98363
3834	323516	98278
3835	323706	98225
3836	323830	98153
3837	323906	98066
3838	323980	97978
3839	324037	97886
3840	324108	97797
3841	324170	97706
3842	324244	97619
3843	324325	97533
3844	324395	97445
3845	324472	97358
3846	324544	97270
3847	324625	97185
3848	324700	97098
3849	324822	97024
3850	325027	96976
3851	325106	96890
3852	325182	96803
3853	325256	96716
3854	325321	96626
3855	325389	96536
3856	325461	96448
3857	325526	96358
3858	325602	96271
3859	325664	96180
3860	325730	96091
3861	325804	96003
3862	325878	95916
3863	325977	95835
3864	326169	95783
3865	326244	95696
3866	326301	95603
3867	326370	95514
3868	326435	95424
3869	326515	95339
3870	326591	95252
3871	326661	95163
3872	326757	95082
3873	326848	95000
3874	326915	94910
3875	327019	94832
3876	327102	94747
3877	327193	94664
3878	327386	94612
3879	327461	94524
3880	327534	94437
3881	327605	94349
3882	327661	94256
3883	327738	94169
3884	327810	94081
3885	327896	93998
3886	327978	93912
3887	328059	93827
3888	328124	93737
3889	328192	93648
3890	328268	93562
3891	328348	93476
3892	328613	93443
3893	328691	93357
3894	328778	93273
3895	328855	93187
3896	328932	93100
3897	329015	93015
3898	329083	92926
3899	329161	92840
3900	329246	92756
3901	329311	92666
3902	329383	92578
3903	329452	92489
3904	329530	92403
3905	329617	92320
3906	329820	92268
3907	329906	92184
3908	329984	92098
3909	330055	92010
3910	330134	91924
3911	330256	91850
3912	330340	91765
3913	330447	91687
3914	330517	91599
3915	330586	91510
3916	330660	91423
3917	330731	91335
3918	330800	91246
3919	331013	91197
3920	331096	91112
3921	331170	91025
3922	331250	90939
3923	331319	90851
3924	331388	90762
3925	331471	90677
3926	331572	90597
3927	331662	90514
3928	331767	90435
3929	331836	90347
3930	331915	90261
3931	331991	90174
3932	332149	90110
3933	332297	90043
3934	332379	89957
3935	332452	89870
3936	332525	89782
3937	332598	89695
3938	332670	89607
3939	332756	89523
3940	332836	89437
3941	332914	89351
3942	332984	89263
3943	333045	89172
3944	333124	89086
3945	333195	88998
3946	333405	88947
3947	333509	88868
3948	333583	88781
3949	333664	88695
3950	333737	88608
3951	333813	88521
3952	333895	88436
3953	333973	88349
3954	334049	88263
3955	334128	88177
3956	334199	88089
3957	334260	87998
3958	334335	87911
3959	334415	87826
3960	334650	87781
3961	334727	87695
3962	334804	87608
3963	334872	87519
3964	334947	87432
3965	335020	87345
3966	335095	87258
3967	335197	87178
3968	335271	87091
3969	335352	87005
3970	335422	86917
3971	335494	86830
3972	335557	86739
3973	335650	86657
3974	335855	86604
3975	335918	86514
3976	335990	86426
3977	336059	86338
3978	336117	86246
3979	336190	86159
3980	336254	86069
3981	336326	85981
3982	336394	85893
3983	336468	85806
3984	336536	85717
3985	336618	85632
3986	336702	85547
3987	336778	85461
3988	336997	85411
3989	337081	85326
3990	337155	85239
3991	337225	85151
3992	337299	85064
3993	337363	84974
3994	337421	84883
3995	337490	84794
3996	337569	84709
3997	337642	84621
3998	337724	84536
3999	337810	84452
4000	337883	84365
4001	337961	84279
4002	338135	84217
4003	338273	84145
4004	338346	84058
4005	338421	83971
4006	338492	83884
4007	338558	83794
4008	338630	83707
4009	338701	83619
4010	338784	83534
4011	338855	83446
4012	338930	83360
4013	339007	83273
4014	339079	83186
4015	339143	83097
4016	339210	83008
4017	339426	82955
4018	339514	82872
4019	339594	82786
4020	339672	82700
4021	339752	82615
4022	339818	82526
4023	339891	82438
4024	340010	82362
4025	340089	82277
4026	340164	82190
4027	340236	82102
4028	340307	82015
4029	340374	81926
4030	340449	81839
4031	340637	81780
4032	340726	81696
4033	340795	81608
4034	340870	81521
4035	340951	81436
4036	341044	81353
4037	341111	81265
4038	341184	81178
4039	341251	81089
4040	341322	81001
4041	341386	80912
4042	341459	80825
4043	341541	80740
4044	341615	80653
4045	341868	80608
4046	341950	80523
4047	342004	80431
4048	342088	80347
4049	342155	80258
4050	342230	80171
4051	342297	80083
4052	342380	79998
4053	342478	79917
4054	342552	79830
4055	342625	79743
4056	342694	79655
4057	342780	79571
4058	342882	79490
4059	343096	79436
4060	343176	79350
4061	343249	79263
4062	343326	79177
4063	343412	79093
4064	343503	79009
4065	343568	78920
4066	343669	78840
4067	343737	78752
4068	343798	78662
4069	343869	78574
4070	343949	78488
4071	344022	78401
4072	344083	78312
4073	344323	78263
4074	344398	78176
4075	344479	78091
4076	344552	78003
4077	344624	77916
4078	344692	77828
4079	344755	77739
4080	344838	77654
4081	344926	77570
4082	345015	77486
4083	345101	77402
4084	345181	77317
4085	345253	77230
4086	345358	77150
4087	345537	77086
4088	345620	77001
4089	345696	76915
4090	345767	76827
4091	345836	76739
4092	345908	76652
4093	345996	76568
4094	346078	76483
4095	346153	76397
4096	346225	76309
4097	346305	76224
4098	346379	76137
4099	346443	76048
4100	346578	75975
4101	346739	75907
4102	346812	75820
4103	346876	75731
4104	346949	75644
4105	347025	75557
4106	347112	75473
4107	347188	75387
4108	347255	75299
4109	347330	75212
4110	347407	75126
4111	347480	75039
4112	347552	74952
4113	347648	74870
4114	347853	74811
4115	347983	74737
4116	348066	74652
4117	348140	74565
4118	348218	74479
4119	348298	74393
4120	348370	74306
4121	348452	74221
4122	348543	74138
4123	348611	74050
4124	348689	73964
4125	348765	73878
4126	348862	73796
4127	349001	73723
4128	349149	73652
4129	349219	73564
4130	349290	73477
4131	349364	73390
4132	349454	73306
4133	349514	73217
4134	349595	73131
4135	349685	73048
4136	349766	72963
4137	349827	72873
4138	349910	72788
4139	349998	72705
4140	350083	72620
4141	350343	72572
4142	350415	72485
4143	350487	72398
4144	350564	72311
4145	350633	72224
4146	350711	72138
4147	350797	72053
4148	350870	71967
4149	350943	71880
4150	351017	71793
4151	351110	71710
4152	351170	71620
4153	351254	71536
4154	351340	71451
4155	351574	71397
4156	351648	71310
4157	351704	71220
4158	351776	71133
4159	351855	71047
4160	351940	70963
4161	352015	70876
4162	352091	70790
4163	352178	70706
4164	352252	70619
4165	352324	70532
4166	352397	70445
4167	352472	70359
4168	352545	70272
4169	352762	70214
4170	352836	70127
4171	352913	70041
4172	352992	69955
4173	353070	69869
4174	353152	69784
4175	353222	69697
4176	353318	69614
4177	353406	69530
4178	353503	69448
4179	353580	69362
4180	353658	69276
4181	353733	69190
4182	353935	69128
4183	354061	69052
4184	354144	68967
4185	354211	68879
4186	354281	68791
4187	354355	68704
4188	354430	68618
4189	354505	68532
4190	354585	68446
4191	354655	68359
4192	354731	68272
4193	354801	68185
4194	354875	68098
4195	354945	68011
4196	355024	67925
4197	355231	67864
4198	355304	67777
4199	355368	67689
4200	355465	67607
4201	355536	67519
4202	355614	67433
4203	355690	67347
4204	355785	67265
4205	355869	67180
4206	355924	67090
4207	356005	67004
4208	356086	66919
4209	356173	66835
4210	356430	66783
4211	356542	66703
4212	356616	66616
4213	356703	66532
4214	356787	66448
4215	356871	66363
4216	356928	66273
4217	356997	66185
4218	357076	66100
4219	357145	66012
4220	357213	65925
4221	357292	65839
4222	357369	65753
4223	357442	65666
4224	357662	65606
4225	357750	65522
4226	357826	65436
4227	357905	65350
4228	357975	65263
4229	358053	65177
4230	358116	65089
4231	358223	65008
4232	358293	64921
4233	358370	64835
4234	358434	64746
4235	358513	64661
4236	358586	64574
4237	358732	64500
4238	358890	64429
4239	358971	64344
4240	359041	64256
4241	359118	64170
4242	359192	64084
4243	359259	63996
4244	359348	63912
4245	359427	63826
4246	359500	63740
4247	359576	63653
4248	359651	63567
4249	359723	63480
4250	359786	63392
4251	359986	63327
4252	360135	63254
4253	360208	63167
4254	360283	63081
4255	360357	62994
4256	360425	62907
4257	360491	62819
4258	360568	62733
4259	360676	62652
4260	360754	62566
4261	360838	62482
4262	360916	62396
4263	360993	62310
4264	361069	62224
4265	361281	62161
4266	361367	62076
4267	361454	61992
4268	361517	61904
4269	361585	61816
4270	361655	61729
4271	361731	61643
4272	361821	61559
4273	361899	61473
4274	361976	61387
4275	362043	61300
4276	362117	61213
4277	362196	61127
4278	362269	61041
4279	362507	60982
4280	362597	60898
4281	362675	60812
4282	362741	60725
4283	362809	60637
4284	362882	60550
4285	362958	60464
4286	363041	60379
4287	363111	60292
4288	363223	60212
4289	363302	60127
4290	363386	60042
4291	363459	59955
4292	363566	59874
4293	363764	59808
4294	363843	59722
4295	363916	59636
4296	363990	59549
4297	364056	59461
4298	364134	59376
4299	364224	59292
4300	364317	59208
4301	364387	59121
4302	364465	59036
4303	364533	58948
4304	364602	58861
4305	364677	58775
4306	364794	58695
4307	365003	58631
4308	365087	58546
4309	365166	58460
4310	365234	58373
4311	365309	58286
4312	365376	58199
4313	365449	58112
4314	365522	58026
4315	365591	57938
4316	365662	57852
4317	365735	57765
4318	365812	57679
4319	365891	57594
4320	365953	57505
4321	366156	57439
4322	366237	57354
4323	366313	57268
4324	366378	57180
4325	366458	57095
4326	366535	57009
4327	366598	56921
4328	366677	56835
4329	366790	56755
4330	366860	56668
4331	366924	56580
4332	366998	56493
4333	367071	56407
4334	367145	56321
4335	367360	56256
4336	367441	56171
4337	367513	56084
4338	367577	55996
4339	367649	55909
4340	367717	55822
4341	367802	55737
4342	367902	55655
4343	367990	55571
4344	368064	55484
4345	368141	55399
4346	368205	55311
4347	368273	55224
4348	368358	55139
4349	368612	55079
4350	368699	54995
4351	368777	54909
4352	368855	54824
4353	368944	54740
4354	369027	54655
4355	369116	54570
4356	369193	54484
4357	369264	54398
4358	369343	54312
4359	369406	54224
4360	369479	54138
4361	369554	54052
4362	369678	53973
4363	369869	53903
4364	369959	53820
4365	370046	53735
4366	370133	53651
4367	370209	53565
4368	370285	53479
4369	370389	53397
4370	370457	53309
4371	370537	53224
4372	370612	53138
4373	370702	53054
4374	370791	52970
4375	371005	52903
4376	371143	52826
4377	371210	52739
4378	371280	52652
4379	371358	52566
4380	371434	52480
4381	371507	52394
4382	371559	52304
4383	371631	52218
4384	371703	52131
4385	371779	52045
4386	371855	51959
4387	371921	51872
4388	371991	51785
4389	372047	51696
4390	372274	51631
4391	372368	51548
4392	372446	51462
4393	372518	51375
4394	372589	51289
4395	372672	51204
4396	372755	51119
4397	372851	51036
4398	372922	50949
4399	373002	50864
4400	373073	50777
4401	373155	50692
4402	373259	50610
4403	373480	50543
4404	373572	50459
4405	373653	50374
4406	373733	50289
4407	373810	50203
4408	373892	50118
4409	374019	50038
4410	374111	49955
4411	374197	49870
4412	374269	49783
4413	374350	49698
4414	374428	49612
4415	374627	49543
4416	374769	49465
4417	374856	49381
4418	374924	49294
4419	375002	49208
4420	375068	49121
4421	375145	49035
4422	375225	48949
4423	375299	48863
4424	375376	48777
4425	375448	48691
4426	375530	48605
4427	375604	48519
4428	375674	48433
4429	375891	48365
4430	375981	48281
4431	376043	48193
4432	376119	48107
4433	376190	48020
4434	376265	47934
4435	376338	47848
4436	376422	47763
4437	376512	47679
4438	376592	47593
4439	376670	47507
4440	376761	47423
4441	376844	47338
4442	376978	47260
4443	377181	47190
4444	377284	47107
4445	377356	47020
4446	377422	46933
4447	377491	46846
4448	377570	46761
4449	377647	46675
4450	377725	46589
4451	377811	46505
4452	377886	46419
4453	377949	46331
4454	378012	46244
4455	378101	46159
4456	378299	46088
4457	378419	46007
4458	378490	45921
4459	378557	45834
4460	378617	45746
4461	378694	45660
4462	378772	45574
4463	378847	45488
4464	378919	45402
4465	378978	45314
4466	379064	45229
4467	379153	45145
4468	379240	45060
4469	379335	44977
4470	379581	44911
4471	379692	44829
4472	379792	44746
4473	379855	44658
4474	379934	44573
4475	380018	44488
4476	380110	44404
4477	380223	44322
4478	380320	44239
4479	380421	44156
4480	380501	44070
4481	380580	43985
4482	380764	43911
4483	380911	43833
4484	380991	43748
4485	381058	43661
4486	381130	43574
4487	381197	43487
4488	381271	43401
4489	381362	43317
4490	381429	43230
4491	381510	43145
4492	381581	43058
4493	381654	42972
4494	381722	42885
4495	381788	42798
4496	381858	42711
4497	382088	42643
4498	382165	42557
4499	382256	42472
4500	382321	42385
4501	382386	42298
4502	382463	42212
4503	382538	42126
4504	382605	42039
4505	382676	41953
4506	382750	41867
4507	382818	41780
4508	382895	41694
4509	382972	41609
4510	383036	41521
4511	383215	41447
4512	383391	41371
4513	383486	41288
4514	383560	41201
4515	383624	41114
4516	383685	41027
4517	383753	40940
4518	383834	40855
4519	383915	40769
4520	383994	40684
4521	384077	40599
4522	384156	40513
4523	384231	40427
4524	384305	40341
4525	384466	40264
4526	384632	40188
4527	384708	40102
4528	384776	40015
4529	384860	39930
4530	384927	39843
4531	385002	39757
4532	385062	39670
4533	385133	39583
4534	385202	39497
4535	385279	39411
4536	385385	39328
4537	385454	39241
4538	385524	39155
4539	385602	39069
4540	385859	39002
4541	385942	38917
4542	386009	38830
4543	386088	38744
4544	386157	38658
4545	386223	38571
4546	386289	38484
4547	386374	38399
4548	386444	38313
4549	386522	38227
4550	386603	38142
4551	386687	38057
4552	386757	37970
4553	386829	37884
4554	387050	37812
4555	387133	37727
4556	387208	37641
4557	387281	37555
4558	387360	37470
4559	387425	37383
4560	387498	37297
4561	387587	37212
4562	387665	37126
4563	387747	37041
4564	387824	36955
4565	387889	36869
4566	387963	36783
4567	388034	36696
4568	388297	36628
4569	388381	36543
4570	388450	36457
4571	388536	36372
4572	388606	36285
4573	388671	36198
4574	388757	36114
4575	388825	36027
4576	388905	35942
4577	388980	35856
4578	389050	35769
4579	389113	35682
4580	389183	35596
4581	389258	35510
4582	389435	35434
4583	389569	35353
4584	389637	35267
4585	389717	35181
4586	389806	35097
4587	389877	35010
4588	389960	34925
4589	390042	34840
4590	390115	34754
4591	390187	34668
4592	390263	34582
4593	390333	34496
4594	390409	34410
4595	390486	34324
4596	390660	34247
4597	390801	34167
4598	390875	34081
4599	390955	33996
4600	391014	33908
4601	391082	33822
4602	391152	33736
4603	391235	33650
4604	391310	33565
4605	391384	33479
4606	391455	33393
4607	391525	33306
4608	391598	33220
4609	391675	33135
4610	391860	33058
4611	392017	32979
4612	392106	32895
4613	392166	32808
4614	392232	32721
4615	392303	32635
4616	392382	32549
4617	392463	32464
4618	392539	32378
4619	392612	32292
4620	392694	32207
4621	392775	32122
4622	392854	32036
4623	392926	31950
4624	393131	31875
4625	393265	31794
4626	393345	31709
4627	393438	31624
4628	393523	31539
4629	393602	31454
4630	393680	31368
4631	393755	31282
4632	393828	31196
4633	393902	31110
4634	393979	31025
4635	394058	30939
4636	394133	30854
4637	394274	30773
4638	394459	30696
4639	394544	30611
4640	394619	30525
4641	394693	30439
4642	394759	30353
4643	394841	30267
4644	394926	30182
4645	395029	30099
4646	395105	30013
4647	395172	29927
4648	395248	29841
4649	395325	29755
4650	395412	29670
4651	395610	29594
4652	395721	29511
4653	395794	29425
4654	395868	29339
4655	395951	29254
4656	396049	29170
4657	396124	29084
4658	396200	28998
4659	396275	28912
4660	396349	28826
4661	396432	28741
4662	396515	28656
4663	396600	28571
4664	396895	28501
4665	396982	28416
4666	397071	28331
4667	397182	28248
4668	397276	28164
4669	397353	28078
4670	397432	27993
4671	397507	27907
4672	397577	27821
4673	397648	27734
4674	397727	27649
4675	397799	27563
4676	397869	27477
4677	398065	27399
4678	398193	27317
4679	398260	27231
4680	398332	27145
4681	398399	27059
4682	398473	26973
4683	398569	26888
4684	398629	26802
4685	398701	26716
4686	398767	26629
4687	398840	26544
4688	398912	26458
4689	398981	26371
4690	399039	26285
4691	399113	26199
4692	399333	26123
4693	399450	26039
4694	399532	25954
4695	399603	25868
4696	399682	25783
4697	399760	25697
4698	399844	25612
4699	399944	25528
4700	400027	25443
4701	400102	25357
4702	400186	25272
4703	400260	25186
4704	400340	25101
4705	400493	25020
4706	400675	24941
4707	400757	24855
4708	400868	24772
4709	400962	24687
4710	401052	24602
4711	401124	24516
4712	401207	24431
4713	401278	24345
4714	401380	24261
4715	401461	24176
4716	401542	24090
4717	401668	24008
4718	401891	23931
4719	401972	23845
4720	402051	23760
4721	402137	23675
4722	402211	23589
4723	402286	23503
4724	402367	23418
4725	402463	23333
4726	402530	23247
4727	402594	23161
4728	402674	23075
4729	402750	22989
4730	402832	22904
4731	402987	22823
4732	403154	22742
4733	403240	22657
4734	403319	22572
4735	403393	22486
4736	403464	22400
4737	403544	22315
4738	403614	22229
4739	403686	22143
4740	403763	22057
4741	403826	21971
4742	403892	21884
4743	403967	21799
4744	404041	21713
4745	404151	21629
4746	404343	21550
4747	404431	21465
4748	404514	21379
4749	404599	21294
4750	404669	21208
4751	404732	21122
4752	404810	21036
4753	404875	20950
4754	404944	20864
4755	405022	20779
4756	405103	20693
4757	405173	20607
4758	405254	20522
4759	405419	20441
4760	405610	20361
4761	405693	20276
4762	405756	20189
4763	405835	20104
4764	405909	20018
4765	405973	19932
4766	406048	19846
4767	406123	19761
4768	406207	19675
4769	406285	19590
