iter	MAPE	MAE	RMSE
242	0.1620120273	169513.9773	743593.1747
243	0.1618876696	169421.9231	743150.0432
244	0.161789039	169316.6022	742784.7418
245	0.1616698271	169258.4268	742679.5462
246	0.1616043745	169013.8262	741729.6344
247	0.1614475193	168908.7225	741619.6559
248	0.1613648872	168817.1548	741300.4753
249	0.1612519363	168693.3056	741178.8818
250	0.161182726	168483.5251	740625.3024
251	0.1610612901	168214.5555	739992.8668
252	0.1609515838	168007.8437	739849.1782
253	0.16086914	167809.1255	739479.1408
254	0.1607711674	167755.1973	739466.7743
255	0.1606181935	167591.8055	739300.4106
256	0.1605156059	167455.2167	738639.9405
257	0.1604180166	167334.1534	738594.7644
258	0.1602610057	167215.9582	738510.6627
259	0.1601487778	167068.3496	738148.1599
260	0.1599604324	167000.3578	738136.8771
261	0.1598256343	166936.9693	738105.2886
262	0.1597220623	166912.808	738072.152
263	0.1594763977	166795.9704	738000.3264
264	0.1593865537	166644.6133	737523.8536
265	0.1592473335	166454.6079	737283.6915
266	0.1591729622	166164.8678	735977.8522
267	0.1590900692	166023.5521	735700.6608
268	0.1589819535	165899.6001	735630.0238
269	0.1588718402	165648.4287	735165.9175
270	0.1587494792	165600.0337	735141.2555
271	0.1586428829	165447.048	735004.1661
272	0.1585896998	165398.7319	734957.717
273	0.1585274706	165382.9266	734939.7394
274	0.1584226746	165299.218	734862.2679
275	0.1583569835	165239.4562	734688.4173
276	0.1582222468	165190.3401	734563.0236
277	0.1582607049	165000.7531	733565.3943
278	0.158144958	164957.0727	733530.1103
279	0.1580457124	164833.1711	733282.8424
280	0.1578457854	164741.3533	733254.0119
281	0.1577307129	164580.2764	733132.737
282	0.1576473768	164515.9754	732975.3149
283	0.1575506799	164391.3476	732938.7235
284	0.1573560249	164193.8902	732824.7839
285	0.1572227799	163869.7165	731606.7313
286	0.1571220868	163652.5801	731285.6333
287	0.1570177006	163494.7677	730541.6239
288	0.156930597	163347.1405	729968.5256
289	0.1568577014	163039.2045	727827.2106
290	0.1567355387	162732.1602	725798.0336
291	0.1566731288	162616.3767	725447.2463
292	0.1565624336	162556.307	725390.0738
293	0.1564550639	162460.6098	725213.0756
294	0.1563575176	162277.7402	724496.5155
295	0.1561958842	162074.8956	724437.7592
296	0.1561155461	161880.6145	723846.2247
297	0.1559162215	161808.592	723790.5664
298	0.1558222185	161708.1092	723690.3886
299	0.155762917	161609.5659	723098.2103
300	0.1557064329	161525.0854	722788.7801
301	0.1556003301	161330.2094	722330.8368
302	0.1555409337	161279.3	722194.3309
303	0.1554544723	161206.8692	722157.5516
304	0.1553040696	161142.7339	722117.913
305	0.1551428135	160834.8056	721735.2008
306	0.1550138124	160776.4864	721711.9593
307	0.1550065162	160762.2185	721620.836
308	0.1549365725	160716.3336	721593.5374
309	0.1548427249	160639.9459	721120.6125
310	0.1547767686	160422.6302	720258.9173
311	0.1546959322	160308.4643	720162.8439
312	0.1545579586	160199.4706	720154.3397
313	0.1545165059	160048.6223	719282.0341
314	0.154407387	159950.1327	719020.369
315	0.1543304825	159750.7474	718600.0775
316	0.1541609689	159704.8148	718579.9802
317	0.1541096887	159629.7226	718321.2693
318	0.1540460624	159601.4001	718314.7852
319	0.153958413	159431.1465	718115.3478
320	0.1538213588	159307.1401	717801.6638
321	0.1536724879	159256.2762	717777.5037
322	0.1535904911	159091.9323	717651.5676
323	0.1534861652	159013.7098	717514.0553
324	0.1534218216	158952.7021	717310.1154
325	0.1533034935	158718.3818	716742.5003
326	0.1531668057	158474.7219	716488.6142
327	0.1530284187	158397.3172	716461.2086
328	0.1528721296	158198.8061	716282.7116
329	0.1527195742	157969.4448	715229.9583
330	0.1527190639	157969.4446	715230.0335
331	0.1526168451	157919.505	715173.4332
332	0.1524559916	157849.1491	715151.8058
333	0.1523591093	157710.6984	715005.4854
334	0.1523077057	157589.0695	714750.4489
335	0.1522318099	157397.3891	714135.6085
336	0.1521597321	157185.1729	711117.2001
337	0.1520599358	157111.8999	710520.4645
338	0.1519631452	156860.2244	709231.0102
339	0.1519348811	156781.4286	708800.8359
340	0.1518507225	156653.2909	708697.0307
341	0.1517598424	156549.9457	707669.6592
342	0.1517032231	156504.7849	707447.6162
343	0.1516212512	156463.8592	707433.6528
344	0.151571066	156332.2931	706227.5696
345	0.1515034698	156248.9861	705855.5085
346	0.1514065108	156200.0343	705820.3651
347	0.1513345627	156082.8707	704956.4707
348	0.1512592665	156053.3378	704950.7503
349	0.1511813745	155901.3197	704814.7195
350	0.1510717279	155664.9658	704525.2104
351	0.1509357934	155518.4873	704268.1963
352	0.1508069186	155403.9156	704172.3555
353	0.1506781667	155070.2378	703174.9836
354	0.1506068621	154903.1739	702685.8511
355	0.150549349	154810.2072	702230.8522
356	0.1504969029	154753.9075	702163.2663
357	0.1504019739	154624.3312	702006.949
358	0.1502664714	154551.7017	701780.8435
359	0.1500975295	154480.2411	701702.8409
360	0.1500281245	154231.8313	701081.2099
361	0.1499707931	154172.1328	701062.7156
362	0.1499024101	154104.2751	700821.9838
363	0.1498567527	154033.0913	700658.6188
364	0.1497368453	153977.7165	700630.2277
365	0.1496429268	153945.8778	700615.9791
366	0.1495823769	153880.8031	700567.9708
367	0.1495020811	153685.0683	699856.8828
368	0.1494028804	153583.6988	699811.1039
369	0.1493358979	153472.4823	699394.0981
370	0.1492324331	153386.1479	699351.3649
371	0.1491694028	153281.7699	699274.9699
372	0.1491098165	153196.0325	698899.0262
373	0.1489508896	153152.4975	698868.0354
374	0.1488592222	152781.5132	696884.987
375	0.1487289377	152729.0891	696864.4433
376	0.1485994788	152558.1718	696530.441
377	0.1485518439	152380.6564	696125.866
378	0.1484705476	152337.5566	696105.4836
379	0.1483738439	152242.949	695991.7213
380	0.1482850835	152154.86	695953.4726
381	0.1482125605	152114.2418	695759.9334
382	0.1481479923	152051.2539	695641.647
383	0.1480840719	151991.1845	695606.293
384	0.1480339465	151935.4397	695544.0991
385	0.1479343252	151710.7202	695262.6118
386	0.147846635	151519.7003	694928.3146
387	0.1478027174	151412.3392	694351.0429
388	0.1477490137	151283.7953	693864.2904
389	0.1476367297	151086.7738	692368.1642
390	0.1475316905	151041.71	692328.2061
391	0.1473986737	150976.4061	692302.5155
392	0.1473477581	150941.3418	692289.9133
393	0.1472977785	150706.6238	689651.1628
394	0.1472372887	150580.2017	689466.7779
395	0.1471496741	150442.8857	689357.503
396	0.1470636486	150393.513	689329.4005
397	0.1470103341	150286.3081	689036.9047
398	0.1469614163	150209.3703	688958.8784
399	0.1469058903	150090.697	688830.0406
400	0.146825213	150014.4809	688810.2885
401	0.1467652132	149965.6082	688780.2518
402	0.1466520778	149839.395	688702.2109
403	0.146566972	149750.6582	688658.6534
404	0.1464983143	149677.1728	688458.1779
405	0.1463846216	149524.2605	687953.532
406	0.1463337742	149484.1411	687657.8153
407	0.146220011	149437.2562	687657.8689
408	0.1461760906	149343.4698	687391.8556
409	0.1460930468	149253.898	687268.0304
410	0.1460422247	149078.1781	686516.0596
411	0.1459458245	149025.0452	686481.6374
412	0.1458911414	148915.351	686335.4428
413	0.1458041176	148834.2385	686256.3708
414	0.1457572996	148747.3977	686181.4813
415	0.1457147392	148675.8031	686105.2956
416	0.1455796164	148643.1488	686094.5652
417	0.1454964295	148524.0143	685892.1349
418	0.1454364133	148391.5424	685648.9496
419	0.1453892498	148299.8219	684870.3955
420	0.1453136664	148202.3027	684429.5791
421	0.1452219249	148108.3382	684363.1499
422	0.1451747178	148059.0467	684059.9279
423	0.145088273	148027.6917	684028.8738
424	0.1450276167	147858.6108	683651.9779
425	0.1449447715	147757.6926	683126.4739
426	0.1448820347	147679.6683	682883.1395
427	0.1447758494	147643.659	682836.5612
428	0.1447070188	147582.391	682738.4584
429	0.1446475608	147473.2484	682339.8591
430	0.1445720024	147432.0053	682308.6975
431	0.1445117525	147293.5882	681553.3934
432	0.1444567096	147254.9503	681468.7112
433	0.1443979	147192.9303	681407.7417
434	0.1443472636	147165.9066	681398.3567
435	0.1442494483	147098.3966	681284.4905
436	0.1441750721	147041.2445	681143.6515
437	0.1440765332	146832.3208	680916.331
438	0.1440099124	146750.5817	680741.7675
439	0.1439380945	146476.5723	679993.5081
440	0.1438356941	146442.0124	679976.4748
441	0.1437702265	146412.6475	679967.1708
442	0.1436528841	146388.0607	679965.5651
443	0.1435595545	146347.4426	679953.3263
444	0.143461017	146310.7193	679941.5464
445	0.1433871294	146165.7628	679685.8925
446	0.1433258612	146153.8886	679685.4493
447	0.1432530208	146108.8225	679639.9454
448	0.1431924825	145987.9803	679307.2355
449	0.1431469079	145885.9506	679022.9048
450	0.1430885475	145831.1484	678979.0588
451	0.1430072838	145791.1877	678804.4223
452	0.1429656759	145746.3787	678731.3055
453	0.1428978752	145667.5462	678568.5455
454	0.1428062517	145606.3985	678559.7812
455	0.1427272047	145526.7222	678490.0736
456	0.1426568873	145492.9772	678458.5961
457	0.1425987775	145448.0732	678459.2052
458	0.1425400117	145393.0505	678396.5492
459	0.1424907151	145163.4715	677677.8202
460	0.1424554684	145117.8641	677581.9005
461	0.1424112479	145041.993	677190.6432
462	0.1423383564	144836.1134	676224.8435
463	0.1422672272	144624.1281	674937.6567
464	0.1422064839	144537.3921	674855.724
465	0.142131394	144482.6806	674851.0675
466	0.1420389994	144444.1931	674837.6733
467	0.1419710233	144406.9186	674828.9825
468	0.1419029097	144284.9344	674644.3621
469	0.1418362978	144168.9997	674559.0596
470	0.1417537424	144135.149	674480.154
471	0.141706652	144114.0185	674469.3506
472	0.1416401286	144069.5381	674154.9933
473	0.1415888681	143843.132	673054.3414
474	0.1415429084	143809.478	673041.0124
475	0.1414907804	143564.6268	672013.5805
476	0.1414425668	143516.2026	671995.1845
477	0.1413905062	143436.1048	671819.2172
478	0.14132264	143409.278	671815.1942
479	0.1412720954	143258.5222	671419.9698
480	0.1412024126	143211.5677	671357.4137
481	0.1411296283	143152.4401	671233.2868
482	0.1410839422	143065.7924	670971.2891
483	0.1410357005	143019.3562	670806.001
484	0.1409504703	142930.9931	670176.5984
485	0.1408938692	142843.8754	670120.8209
486	0.1408658997	142783.0013	669891.8937
487	0.1407516169	142742.5578	669832.7778
488	0.1406928737	142629.7515	669689.3452
489	0.1406521453	142569.1706	669671.1326
490	0.1405666866	142498.8227	669649.3613
491	0.1405316541	142389.1282	669118.2208
492	0.1404934742	142357.2108	669102.173
493	0.1403883319	142331.5284	669094.4281
494	0.1403371377	142264.5708	668806.3787
495	0.1402783011	142157.8947	668719.0149
496	0.1402063011	142085.4581	668696.4849
497	0.1401663339	142035.9326	668685.5664
498	0.1400886505	142007.9444	668680.6911
499	0.1400174613	141936.7323	668652.3688
500	0.1399835299	141840.4522	668389.3577
501	0.1399347592	141809.2016	668164.8107
502	0.1399010805	141753.3017	668122.6704
503	0.1398559485	141675.8789	667965.9296
504	0.1397907961	141626.758	667856.6741
505	0.1397429531	141510.4886	667705.3225
506	0.1396610258	141454.4075	667650.4124
507	0.1395969308	141418.9221	667638.5744
508	0.1394901903	141373.1713	667602.269
509	0.139442443	141321.0119	667534.4154
510	0.1393989645	141137.814	667034.2663
511	0.1393432942	141117.4264	667025.8815
512	0.1393092806	140973.3937	666052.775
513	0.1392776057	140838.2552	664341.0643
514	0.1391954347	140787.8783	664249.9086
515	0.1391379071	140586.2489	663722.434
516	0.1390972462	140479.7431	662509.2495
517	0.139037551	140441.0268	662393.4734
518	0.1389996983	140287.8571	661729.289
519	0.1389363426	140262.6515	661733.7628
520	0.1388861141	140224.2605	661715.8894
521	0.1388382385	140049.3088	661175.53
522	0.1387757243	140023.0407	661172.766
523	0.1387371656	139956.9438	660877.8181
524	0.1386800163	139934.9965	660856.7562
525	0.1386230994	139854.8284	660732.2397
526	0.1385438329	139804.1917	660694.4352
527	0.1384402276	139765.7585	660612.6294
528	0.138368142	139745.9934	660607.3701
529	0.1383154274	139705.1093	660571.0018
530	0.1382285785	139664.3451	660548.1934
531	0.1381868088	139627.6114	660390.4768
532	0.1381112171	139450.9723	659646.1409
533	0.1380688816	139422.5429	659637.2018
534	0.1380166377	139389.1015	659632.6155
535	0.1379449831	139360.7199	659425.649
536	0.1379102532	139294.0646	659351.4265
537	0.1378330809	139245.3135	659284.94
538	0.1377843037	139211.9776	659271.4027
539	0.1377359764	139182.2734	659258.2496
540	0.137665948	139162.2955	659186.1203
541	0.1376321644	139116.8778	658920.3144
542	0.1375705093	139077.0658	658867.428
543	0.137530136	139018.4535	658828.6727
544	0.1374947995	138857.5968	657653.1519
545	0.1374696718	138820.6049	657618.9917
546	0.1373893154	138788.2122	657530.0375
547	0.1373498978	138678.607	657142.3847
548	0.1373037499	138597.4767	656930.054
549	0.1372296429	138567.1365	656918.0038
550	0.1371766731	138514.8978	656908.1746
551	0.1371269841	138354.8049	655774.5006
552	0.1370270662	138301.7677	655733.8923
553	0.1369735541	138226.8197	655679.6413
554	0.1369261066	138156.9469	655623.2352
555	0.1368907593	138007.6995	655208.9994
556	0.1368559312	137935.6374	654858.6523
557	0.1367674616	137873.3868	654156.906
558	0.1367234696	137802.0971	654089.994
559	0.1366652339	137746.6084	653873.0951
560	0.136615196	137720.6301	653855.9402
561	0.1365585191	137684.9442	653845.8029
562	0.1365178632	137546.3151	652247.706
563	0.1364703343	137481.8998	652209.345
564	0.1363802438	137451.025	652186.4739
565	0.1363247063	137414.7817	651801.9946
566	0.1362671405	137345.8528	651744.6664
567	0.1362274258	137271.5229	651337.8017
568	0.1361677345	137246.5927	651292.9954
569	0.1361291127	137203.6789	651273.1885
570	0.1360886753	137086.4281	650859.3604
571	0.1360099606	137061.9684	650855.5666
572	0.1359616852	137010.0007	650813.5037
573	0.1359188401	136882.3551	650294.6578
574	0.1358757858	136772.8843	650036.1489
575	0.1358246941	136596.9527	648953.5702
576	0.1357888648	136544.1436	648456.0617
577	0.1357514558	136490.856	648422.778
578	0.1357206172	136429.243	648289.3994
579	0.1356876528	136375.7756	647657.4971
580	0.1356588393	136292.6011	647536.1861
581	0.1356411705	136224.2496	647057.1666
582	0.1355932328	136119.4231	646070.8814
583	0.1355631642	136086.2417	645992.9073
584	0.1355173204	136034.7664	645590.8233
585	0.1354910468	136009.3341	645588.4281
586	0.1354188584	135994.1011	645583.9817
587	0.1353861797	135949.2467	645552.3574
588	0.1353527138	135941.3261	645553.2254
589	0.135317325	135908.188	645538.0327
590	0.1352682229	135891.826	645530.5994
591	0.1352322333	135758.9226	644985.6935
592	0.1351974254	135713.9858	644910.2756
593	0.1351677618	135678.5642	644895.5701
594	0.1351331375	135645.7487	644869.443
595	0.1351011504	135586.5636	644708.1854
596	0.135048922	135475.187	644411.0337
597	0.1350072993	135438.7669	644392.7976
598	0.1349590317	135416.4942	644362.4063
599	0.1348976401	135379.9727	644335.7734
600	0.1348530644	135282.2178	643369.2989
601	0.1348160921	135203.8416	643324.2412
602	0.1347789677	135127.1031	642816.0837
603	0.1347099147	135072.6322	642775.9718
604	0.1346840016	134998.1464	642581.4315
605	0.1346268793	134968.889	642572.7112
606	0.134532682	134936.7666	642554.0855
607	0.1344737219	134889.4245	642539.791
608	0.134451249	134841.9511	642484.8616
609	0.1344300704	134800.5651	642448.5758
610	0.1343863734	134748.8728	642075.9478
611	0.1343681586	134651.8816	641498.1833
612	0.1343105304	134609.6779	641468.3599
613	0.1342777941	134545.755	641113.5334
614	0.134248758	134517.3388	641096.2601
615	0.1342157999	134479.9051	640942.5908
616	0.1341908837	134409.6709	640027.89
617	0.1341349401	134354.6427	639958.2717
618	0.1340934131	134307.4815	639927.3514
619	0.1340332703	134254.2987	639842.5815
620	0.1339979363	134206.5006	639821.3113
621	0.1339784952	134193.5494	639817.3764
622	0.1339443639	134069.6658	639374.8453
623	0.1338886126	134006.2724	639344.0635
624	0.1338449107	133962.7043	639323.1495
625	0.1338298092	133952.7278	639317.1369
626	0.1337378239	133871.8852	634140.7666
627	0.1336931231	133797.5834	634113.1846
628	0.1336695017	133758.8531	634058.1433
629	0.1336134461	133710.5426	633996.0065
630	0.1335817036	133588.7864	633734.8888
631	0.133548641	133512.0871	633563.0038
632	0.1335127076	133453.8009	633529.572
633	0.1334845724	133335.3608	633044.8033
634	0.1334533635	133275.2707	632912.8527
635	0.1333862788	133239.1429	632904.5342
636	0.13332991	133212.6407	632890.4501
637	0.1332815895	133172.0606	632883.4065
638	0.1332251734	133159.9393	632877.1975
639	0.1331743097	133114.8451	632569.5245
640	0.1331489132	133037.8423	632365.9966
641	0.1331003626	132965.0023	631527.5643
642	0.1330662324	132903.9803	631492.9123
643	0.1330540308	132838.8058	631136.7944
644	0.1330458148	132832.064	631133.0357
645	0.133029726	132707.8811	630296.1972
646	0.1330151551	132620.2437	630005.1484
647	0.132962713	132595.1716	629990.1964
648	0.1329352712	132539.1781	629936.8333
649	0.1328727099	132492.5079	629888.941
650	0.1328486387	132428.3545	629778.4194
651	0.1328008356	132402.9732	629593.482
652	0.1327851231	132355.8708	629504.1882
653	0.132728537	132315.0521	629495.3161
654	0.1326782006	132294.5668	629491.2039
655	0.1326336484	132227.3376	629050.1851
656	0.1325901366	132196.7852	629015.1317
657	0.1325482337	132138.6134	628974.9167
658	0.1324884862	132111.8019	628941.5311
659	0.1324511037	132086.5178	628934.6974
660	0.1324220225	131922.1854	626217.4616
661	0.1323502634	131905.5519	626213.8817
662	0.1322765647	131882.0607	626202.8014
663	0.1322304232	131742.7287	624359.168
664	0.1321621499	131725.1026	624357.6136
665	0.1321365419	131697.1833	624333.7205
666	0.1321164911	131584.037	623944.7422
667	0.1320748358	131560.5871	623938.4388
668	0.1320426201	131515.8336	623178.8957
669	0.1320234325	131420.2224	622570.9427
670	0.1320010643	131379.1911	622423.9108
671	0.1319262315	131364.9244	622419.9032
672	0.1318597377	131309.562	621117.5691
673	0.131824977	131242.1436	621038.698
