iter	MAPE	MAE	RMSE
1201	0.1171528466	113495.8963	527220.3748
1202	0.1171338008	113472.115	527175.632
1203	0.1171265425	113452.0453	527155.4638
1204	0.1171046437	113430.4302	527144.6941
1205	0.1170966481	113425.7199	527143.2248
1206	0.1170762821	113413.3976	527094.9559
1207	0.1170539907	113385.067	527068.4891
1208	0.1170306369	113371.6315	527064.2722
1209	0.1170094631	113363.8266	527062.4415
1210	0.1170020517	113331.5321	526987.7295
1211	0.1169745249	113317.4461	526905.5567
1212	0.1169435281	113309.5674	526900.1976
1213	0.1169218931	113301.804	526898.7437
1214	0.1168898939	113285.5402	526883.4462
1215	0.116867231	113274.3103	526879.1856
1216	0.1168572411	113261.3689	526861.1495
1217	0.1168225885	113250.5483	526854.3664
1218	0.1168049118	113238.2116	526849.301
1219	0.1167785365	113212.3914	526841.9638
1220	0.1167571359	113160.3011	526662.75
1221	0.1167447528	113138.323	526632.9371
1222	0.1167306643	113073.1264	525880.3479
1223	0.1167099796	113048.595	525830.5188
1224	0.1166880687	112996.5036	525733.8921
1225	0.1166629605	112988.5217	525729.2124
1226	0.1166509979	112976.0237	525724.8443
1227	0.1166350595	112960.1641	525592.048
1228	0.1166002326	112930.846	525568.9335
1229	0.1165694945	112921.7593	525569.8152
1230	0.1165391065	112911.4451	525565.5683
1231	0.1165286845	112905.4169	525562.3693
1232	0.1165242128	112881.0599	525406.0306
1233	0.1165163948	112814.9693	523979.9976
1234	0.1165065953	112808.2998	523979.4071
1235	0.1164991998	112800.7138	523945.3252
1236	0.1164871117	112755.4457	522539.9248
1237	0.1164693802	112741.7454	522532.7925
1238	0.1164295332	112727.7349	522528.9188
1239	0.1163970919	112717.337	522533.9696
1240	0.1163868753	112708.8766	522531.1883
1241	0.1163710648	112688.5812	522471.0739
1242	0.1163627076	112665.5987	522451.0556
1243	0.116330059	112655.7476	522451.2126
1244	0.1163179796	112629.4253	522426.1832
1245	0.1162865715	112593.1468	522411.1774
1246	0.1162691034	112551.3637	522101.3887
1247	0.1162512597	112541.3799	522098.697
1248	0.1162176524	112522.6751	521918.699
1249	0.1162075529	112461.4461	521142.3223
1250	0.116184234	112439.4007	520869.4695
1251	0.1161628459	112401.7806	520824.2242
1252	0.1161424727	112381.5688	520812.9116
1253	0.1161205631	112372.3568	520738.3868
1254	0.1161067071	112358.1735	520724.4134
1255	0.1160967177	112346.6952	520724.0975
1256	0.1160744408	112316.5964	520708.3173
1257	0.1160581344	112312.3761	520701.856
1258	0.1160298972	112299.7441	520698.2593
1259	0.1160136276	112288.735	520692.6794
1260	0.1159956745	112268.0579	520678.6527
1261	0.1159741356	112251.9949	520676.757
1262	0.1159447113	112243.2342	520671.5558
1263	0.1159331435	112203.2027	520585.6401
1264	0.115911389	112157.2228	519309.6172
1265	0.1158932258	112121.1893	519233.9478
1266	0.115870862	112093.0179	519217.2271
1267	0.115854367	112075.6387	519209.0911
1268	0.115839793	112060.3095	519203.4289
1269	0.1158080562	112055.3251	519203.0241
1270	0.1158020992	112044.1197	519187.5155
1271	0.1157930249	112037.7391	519183.4013
1272	0.1157560238	112028.8146	519180.5129
1273	0.115731284	112019.5387	519179.3365
1274	0.1157026204	112004.4423	519172.0926
1275	0.115685539	111988.5055	519164.798
1276	0.1156701095	111963.3645	519085.165
1277	0.1156546137	111941.182	519064.6686
1278	0.1156238228	111931.2511	519026.8638
1279	0.1156099132	111891.2032	518964.8655
1280	0.1155862865	111871.8078	518895.0384
1281	0.1155479445	111827.4806	518842.3103
1282	0.1155271142	111799.1323	518828.7616
1283	0.1155130838	111775.583	518800.6164
1284	0.1154807608	111764.8476	518796.2052
1285	0.1154534189	111755.5904	518792.7118
1286	0.1154441949	111721.5313	518678.5498
1287	0.1154167593	111708.8389	518661.9713
1288	0.1153905113	111694.5353	518533.7024
1289	0.1153751657	111662.1424	518370.5144
1290	0.1153358033	111649.6211	518362.777
1291	0.1153253206	111641.4089	518326.0239
1292	0.1152793866	111630.466	518322.008
1293	0.1152692681	111621.9238	518318.1664
1294	0.1152534681	111612.8084	518310.3472
1295	0.1152395356	111587.3825	518222.2154
1296	0.1152236968	111573.2	518216.4321
1297	0.1152004899	111563.1186	518146.8233
1298	0.1151707407	111551.9478	518137.6353
1299	0.1151495813	111549.0885	518137.3682
1300	0.1151375285	111534.382	518066.3959
1301	0.1151285379	111525.0494	518064.2656
1302	0.1151157713	111520.8695	518063.4964
1303	0.1151084068	111513.5229	518051.3528
1304	0.1150996415	111482.9298	517995.0098
1305	0.11507178	111459.2948	517972.1872
1306	0.1150665882	111438.6244	517839.0628
1307	0.1150483121	111417.7325	517837.345
1308	0.1150291554	111404.2632	517815.5162
1309	0.1150022528	111394.9143	517808.9606
1310	0.1149758082	111371.2332	517794.4452
1311	0.1149577586	111345.6869	517182.7835
1312	0.1149524353	111317.1473	517119.3559
1313	0.1149260355	111288.159	517091.8884
1314	0.1149100307	111217.1637	516874.2899
1315	0.1148648913	111209.6705	516872.7592
1316	0.1148370884	111195.8998	516865.4034
1317	0.1148298788	111186.9785	516860.406
1318	0.1148230328	111163.0744	516816.0526
1319	0.1148072876	111122.9838	516503.9636
1320	0.1147865248	111110.4904	516497.8388
1321	0.1147601837	111096.203	516483.4701
1322	0.1147466313	111083.8343	516477.5297
1323	0.1147272039	111072.5234	516474.84
1324	0.1147151072	111059.512	516461.3262
1325	0.114687574	111049.034	516448.5255
1326	0.1146713505	111030.746	516438.8195
1327	0.1146605537	111011.7922	516423.9364
1328	0.1146218907	111004.1965	516421.7133
1329	0.1146028265	110995.1649	516419.6669
1330	0.1145833604	110986.4398	516387.7323
1331	0.1145659053	110974.276	516382.7718
1332	0.1145400947	110962.5934	516381.7214
1333	0.1145271969	110943.6594	516372.1149
1334	0.1145054251	110861.8577	510737.9115
1335	0.1144876319	110838.496	510721.563
1336	0.1144561251	110828.3761	510718.9129
1337	0.1144406384	110802.0711	510546.0806
1338	0.1144243772	110791.3275	510536.2138
1339	0.1144083797	110765.2578	510185.1305
1340	0.1143765626	110744.6877	510152.0162
1341	0.1143466704	110698.2024	508879.6046
1342	0.1143288751	110691.7155	508874.895
1343	0.1143147865	110684.6442	508867.2947
1344	0.1143021846	110667.3487	508858.1593
1345	0.114283425	110646.8452	508810.4573
1346	0.1142735569	110637.7972	508806.6982
1347	0.1142557869	110600.0854	508744.9634
1348	0.1142377371	110568.8015	508719.4109
1349	0.1142132639	110561.8329	508717.2522
1350	0.1142010822	110544.7636	508702.1789
1351	0.1141748545	110532.0736	508692.802
1352	0.1141509786	110521.6266	508689.4108
1353	0.1141340031	110509.7703	508685.8986
1354	0.1141241195	110505.0392	508686.2715
1355	0.1141103893	110487.8323	508682.4905
1356	0.1140735257	110478.7621	508681.1861
1357	0.1140509827	110464.093	508659.2737
1358	0.1140313458	110382.4657	508311.8927
1359	0.114002417	110368.5805	508291.6789
1360	0.1139780595	110357.0698	508285.3654
1361	0.1139663834	110338.4265	508279.914
1362	0.1139503538	110328.2373	508272.2353
1363	0.1139004432	110308.9264	508110.0615
1364	0.1138775389	110287.8216	508101.4654
1365	0.1138580045	110282.2507	508099.8302
1366	0.113844166	110259.0984	508077.4861
1367	0.1138164074	110224.2349	508048.5752
1368	0.1137879268	110219.344	508043.9857
1369	0.1137814129	110198.3197	508000.2808
1370	0.1137584865	110182.6296	507848.5387
1371	0.11374131	110171.5097	507842.0101
1372	0.1137072363	110161.3444	507835.4667
1373	0.1136761503	110116.0347	507764.8844
1374	0.1136676576	110107.7923	507750.121
1375	0.1136563671	110074.3865	507609.4119
1376	0.1136382132	110028.1811	507539.9077
1377	0.1136330471	110018.8457	507535.7254
1378	0.1136271885	110015.5155	507529.5344
1379	0.1136052948	110007.0421	507526.0016
1380	0.1135930821	109967.6763	507485.399
1381	0.1135817186	109951.0148	507471.4064
1382	0.1135627603	109942.6936	507467.7338
1383	0.1135530257	109932.2198	507463.8368
1384	0.113533056	109892.952	507440.935
1385	0.1135059071	109876.2023	507312.7248
1386	0.1134808726	109865.3279	507251.5756
1387	0.1134276799	109851.7102	507245.6655
1388	0.113397412	109838.6425	507240.1537
1389	0.1133791097	109775.4201	506058.1335
1390	0.1133648524	109766.5991	505970.0814
1391	0.1133538594	109760.7349	505963.0209
1392	0.1133383436	109733.1075	505921.8677
1393	0.1133147873	109712.6311	505836.83
1394	0.113298788	109701.6486	505830.3749
1395	0.1132808747	109681.7199	505815.4757
1396	0.1132680774	109672.0367	505792.2777
1397	0.1132271992	109665.5721	505790.7587
1398	0.1131931439	109640.704	505761.8356
1399	0.1131827074	109623.2705	505745.925
1400	0.1131764744	109604.4576	505539.733
1401	0.1131575318	109570.0401	505503.285
1402	0.1131438456	109544.3167	505423.2013
1403	0.1131112202	109538.6915	505422.6826
1404	0.1130712309	109526.9344	505358.1314
1405	0.1130536862	109509.0193	505352.0256
1406	0.1130191224	109470.7894	505314.5243
1407	0.1130076851	109463.2866	505312.5884
1408	0.1129699053	109450.6709	505300.7771
1409	0.1129588598	109443.7492	505303.1753
1410	0.1129491327	109425.7735	505277.7494
1411	0.1129233691	109402.0325	505255.79
1412	0.1129089002	109385.2582	505162.1075
1413	0.1128906429	109355.6733	505138.4325
1414	0.1128739341	109335.7857	505034.438
1415	0.1128684989	109321.9309	504975.8656
1416	0.112855127	109297.121	504945.7555
1417	0.1128381419	109281.5312	504937.4236
1418	0.1128297139	109261.8947	504474.1558
1419	0.112805177	109250.4672	504457.6425
1420	0.1127740438	109242.3503	504452.8177
1421	0.1127545512	109225.7497	504441.8803
1422	0.1127414852	109205.3555	504430.5873
1423	0.1127371628	109198.6691	504425.0775
1424	0.1127052689	109182.1984	504417.6769
1425	0.1126889976	109171.92	504315.4754
1426	0.1126850914	109167.8688	504310.7155
1427	0.1126680563	109148.6975	504310.316
1428	0.1126456014	109136.4519	504225.4516
1429	0.112640953	109126.9435	504211.4113
1430	0.1126217284	109109.6985	504203.0096
1431	0.1126106382	109087.6264	504081.4263
1432	0.1125997481	109042.0539	503968.4043
1433	0.1125949599	109021.6301	503919.5657
1434	0.112571831	108961.1646	503721.0259
1435	0.1125666653	108940.5476	503671.6585
1436	0.1125456154	108912.1042	503649.1569
1437	0.1125326482	108893.5687	503636.1431
1438	0.1125226108	108882.2943	503609.675
1439	0.112512807	108870.4705	503604.993
1440	0.1124916485	108855.7224	503597.4123
1441	0.1124807844	108844.9603	503593.9398
1442	0.1124668305	108814.7013	503550.2877
1443	0.1124546345	108796.1461	503537.3163
1444	0.1124476725	108777.4791	503500.9974
1445	0.1124257586	108767.2055	503495.8119
1446	0.1124071099	108753.7437	503495.9176
1447	0.1123895206	108705.8411	503417.9405
1448	0.1123814782	108681.997	503378.3289
1449	0.1123794207	108676.8259	503371.7444
1450	0.1123731522	108670.2892	503370.8387
1451	0.1123604609	108660.3711	503367.2451
1452	0.1123555429	108655.5334	503365.545
1453	0.1123490365	108636.0508	502934.2139
1454	0.112340685	108608.9461	502855.8703
1455	0.1123107146	108596.8651	502851.4445
1456	0.1122933112	108580.0294	502834.0335
1457	0.112287849	108570.0867	502760.5476
1458	0.1122807755	108554.788	502625.65
1459	0.1122701795	108537.8127	502609.4008
1460	0.1122528477	108528.9174	502605.5849
1461	0.1122352106	108514.835	502565.8327
1462	0.1122181368	108509.3804	502561.7811
1463	0.1122102773	108492.6641	502137.5249
1464	0.112187184	108470.8721	502123.0402
1465	0.1121664159	108447.5859	502116.534
1466	0.1121505005	108422.0503	502106.16
1467	0.1121374629	108409.0235	502100.3887
1468	0.1121146123	108400.6259	502097.5515
1469	0.1120997682	108393.5171	502093.484
1470	0.1120770834	108368.1423	502046.7501
1471	0.1120658354	108356.6037	502038.218
1472	0.1120543643	108334.9317	502011.1887
1473	0.112043229	108309.2462	501960.9154
1474	0.1120146708	108297.6369	501952.7478
1475	0.112008503	108288.5597	501948.104
1476	0.1120023241	108257.8072	501534.1891
1477	0.111979531	108244.2798	501481.136
1478	0.1119722775	108221.7189	501462.4503
1479	0.1119676023	108211.9579	501356.5871
1480	0.1119449265	108206.6764	501350.0968
1481	0.1119420464	108190.5096	500991.874
1482	0.1119225852	108181.6166	500986.9707
1483	0.1118847052	108098.5448	500726.6478
1484	0.1118681571	108062.7746	500644.1281
1485	0.1118615914	108053.6651	500641.9115
1486	0.1118493372	108024.0366	500558.3932
1487	0.1118106049	108014.4703	500552.3661
1488	0.111789327	108004.0029	500468.9846
1489	0.1117794501	107995.7728	500464.7013
1490	0.111758732	107977.6863	500451.5351
1491	0.1117480554	107965.7673	500447.9552
1492	0.111743818	107951.6469	500263.1668
1493	0.1117335018	107941.6436	500260.2413
1494	0.1117188907	107905.6172	500211.6087
1495	0.1117088321	107897.4612	500207.9932
1496	0.1116861162	107881.8303	500197.5441
1497	0.1116736326	107877.0728	500196.3271
1498	0.1116583963	107868.2421	500193.9679
1499	0.1116420121	107860.2885	500191.3469
1500	0.1116273286	107837.5256	500170.4
1501	0.1116163952	107832.7258	500168.9959
1502	0.1116113837	107824.5179	500159.4093
1503	0.11160404	107819.8853	500143.684
1504	0.1115944004	107816.1632	500140.6983
1505	0.111595072	107816.1102	500140.5777
1506	0.1115814105	107802.8068	500134.4133
1507	0.1115762616	107791.2252	500128.9025
1508	0.111554005	107780.5486	500113.9892
1509	0.1115233337	107768.0612	500101.5347
1510	0.111514951	107762.8594	500097.3595
1511	0.1115076229	107743.2164	500064.4514
1512	0.1114781151	107730.9786	500058.4012
1513	0.1114676256	107706.039	499715.9141
1514	0.1114393342	107696.353	499715.4628
1515	0.1114254034	107689.8752	499713.189
1516	0.1114250921	107689.8581	499713.0541
1517	0.1114056907	107664.1421	499661.7053
1518	0.1113980903	107645.9802	499643.1424
1519	0.1113837145	107639.0281	499648.1226
1520	0.1113697984	107627.1767	499640.6387
1521	0.111370501	107626.8461	499640.5308
1522	0.1113559019	107599.289	499558.9242
1523	0.1113407644	107596.0472	499558.385
1524	0.1113238044	107591.5218	499550.6982
1525	0.1113107179	107574.9446	499528.2715
1526	0.1113019325	107565.686	499523.6812
1527	0.1112839482	107559.4926	499520.3474
1528	0.1112678256	107548.2732	499514.8621
1529	0.1112477119	107542.8428	499514.7926
1530	0.1112370968	107526.9995	499400.3053
1531	0.1112198326	107516.5605	499395.9246
1532	0.111205865	107499.8794	499377.457
1533	0.111172067	107492.9992	499376.1073
1534	0.1111397858	107482.9135	499372.5694
1535	0.1111342609	107476.5983	499345.5327
1536	0.1111309563	107464.5557	499272.1427
1537	0.1111086936	107453.764	499263.9656
1538	0.1111050615	107434.398	499227.0042
1539	0.1110837889	107421.105	499219.499
1540	0.1110494794	107414.2058	499215.7733
1541	0.1110324949	107372.5427	499170.3955
1542	0.1110183485	107360.9712	499143.5819
1543	0.1109948325	107340.0919	499124.6832
1544	0.1109861381	107322.7179	499098.2898
1545	0.1109586771	107313.7336	499095.5298
1546	0.110956453	107297.8659	498772.6286
1547	0.1109440924	107253.8482	498645.0449
1548	0.1109356476	107245.703	498643.286
1549	0.1109330739	107204.8017	498268.2888
1550	0.1109127832	107190.1578	498256.2347
1551	0.1109094449	107183.787	498257.4022
1552	0.1108974082	107173.0065	498257.2514
1553	0.1108937344	107168.7615	498252.3525
1554	0.1108750593	107162.8377	498249.3033
1555	0.1108491994	107157.24	498246.6038
1556	0.1108362238	107152.231	498244.7169
1557	0.110834756	107151.1992	498244.2898
1558	0.1107973989	107136.0946	498240.6253
1559	0.1107675743	107127.0109	498226.5994
1560	0.1107419637	107118.3386	498205.99
1561	0.1107308973	107113.0876	498188.4235
1562	0.1107000999	107076.5632	497142.9379
1563	0.1106706389	107070.682	497141.9574
1564	0.110655336	107057.2757	497140.5433
1565	0.1106431728	107040.6357	497128.7952
1566	0.110634021	107027.4037	496827.1567
1567	0.110623646	107003.2063	496743.7916
1568	0.1106114165	106992.8973	496698.2984
1569	0.1105938061	106975.7861	496686.2467
1570	0.1105669682	106970.6728	496684.4343
1571	0.1105583206	106954.7716	496605.7667
1572	0.1105328218	106944.6981	496597.6666
1573	0.1105165272	106927.8628	496452.4389
1574	0.1105074616	106914.734	496442.9004
1575	0.110486682	106908.7012	496440.2348
1576	0.1104682134	106896.8045	496435.1445
1577	0.1104563148	106891.4224	496429.8113
1578	0.110439085	106887.3461	496417.1051
1579	0.1104260998	106860.2232	496383.6084
1580	0.1104103619	106845.6501	496374.303
1581	0.1103893602	106821.3541	496241.5452
1582	0.1103720861	106813.3919	496203.3356
1583	0.1103488764	106788.9066	496194.9756
1584	0.1103390436	106776.1798	496146.4887
1585	0.1103293061	106766.3548	496131.4628
1586	0.1103223665	106749.0375	495840.3403
1587	0.1102975636	106745.1739	495839.5002
1588	0.110287651	106721.454	495812.9984
1589	0.1102756178	106698.5207	495591.3079
1590	0.1102477604	106689.0209	495589.2786
1591	0.11023527	106680.9696	495540.2073
1592	0.1102135645	106672.5803	495537.7074
1593	0.1101995921	106639.9674	495429.3667
1594	0.1101904174	106626.5778	495418.3641
1595	0.110172641	106612.7334	495415.6678
1596	0.1101615207	106604.5725	495411.3476
1597	0.1101464789	106585.5331	495389.6823
1598	0.1101383576	106574.9149	495383.4574
1599	0.1101163283	106568.9667	495381.8515
1600	0.1101037572	106537.4108	495361.8294
1601	0.110080313	106526.4266	495348.6941
1602	0.1100735021	106518.3196	495343.1944
1603	0.1100630068	106503.7285	495260.4217
1604	0.1100513908	106489.2647	495218.5586
1605	0.1100356831	106479.5258	495214.4526
1606	0.1100260655	106429.3214	495070.1622
1607	0.1100164643	106382.6305	494938.1665
1608	0.1100088971	106372.9542	494937.8541
1609	0.1100027541	106360.3329	494866.9044
1610	0.1099806246	106319.3531	494783.4067
1611	0.1099531761	106304.8695	494776.6292
1612	0.10993844	106287.5805	494756.728
1613	0.1099310552	106265.7804	494535.3031
1614	0.1099049616	106252.0396	494521.055
1615	0.1098887804	106239.9736	494517.7795
1616	0.1098718316	106219.2843	494500.3405
1617	0.1098683845	106206.7742	494486.0878
1618	0.1098543519	106203.7791	494485.2934
1619	0.1098398831	106198.6414	494484.2476
1620	0.1098142208	106169.6078	494453.5138
1621	0.1097933228	106151.2275	494315.0817
1622	0.1097736068	106116.9819	493302.1068
1623	0.1097629858	106111.0715	493298.8718
1624	0.1097503196	106074.0065	493027.1273
1625	0.1097352697	106070.512	493026.4333
1626	0.1097224366	106050.9744	493017.6265
1627	0.1097045503	106034.9029	493013.3432
1628	0.1096965377	106021.0508	493000.4947
1629	0.109677531	106005.9884	492988.3213
1630	0.109666513	105998.4175	492985.4559
1631	0.109656689	105974.9039	492922.2547
1632	0.1096399495	105951.7225	492907.0232
1633	0.1096175584	105942.8365	492905.0763
1634	0.1096124325	105938.5741	492901.7957
1635	0.109602513	105929.8186	492898.5041
1636	0.1095945777	105918.05	492881.896
1637	0.1095797543	105899.666	492753.105
1638	0.1095655717	105895.5226	492751.2167
1639	0.1095603061	105862.889	492415.04
1640	0.1095522715	105855.8011	492412.5585
1641	0.1095393989	105838.7567	492399.1444
1642	0.1095292672	105831.3411	492388.513
1643	0.1095208233	105817.1365	492118.2399
1644	0.1095108373	105794.7195	492074.562
1645	0.1094974341	105780.7271	492068.2739
1646	0.1094769864	105771.4339	492065.6959
1647	0.1094622129	105765.7487	492063.2664
1648	0.1094609214	105763.6572	492062.6208
1649	0.1094540147	105740.1025	492026.5885
1650	0.1094301885	105731.5101	492008.6181
1651	0.1094149012	105702.6997	491960.123
1652	0.1093999096	105677.5182	491907.6794
1653	0.1093896138	105667.5244	491890.7076
1654	0.1093805317	105643.9882	491809.3592
1655	0.1093650837	105637.8776	491799.8218
1656	0.109356144	105625.2851	491793.9742
1657	0.1093356235	105619.2083	491792.0419
1658	0.1093240599	105608.547	491785.8979
1659	0.1092997014	105601.4105	491781.3858
1660	0.1092975868	105587.4005	491745.4526
1661	0.1092897725	105581.1226	491743.3601
1662	0.1092809282	105568.6174	491738.9034
1663	0.109268983	105506.7064	491305.2424
1664	0.1092568431	105490.2602	491298.724
1665	0.1092513872	105488.5669	491299.146
1666	0.109234489	105466.6846	491175.5428
1667	0.1092199569	105458.777	491174.4825
1668	0.1091985847	105452.1463	491172.3023
1669	0.1091889241	105441.232	491116.4418
1670	0.1091730256	105427.4852	491106.0609
1671	0.1091558801	105413.2417	491100.4717
1672	0.1091370649	105400.0329	491095.8841
1673	0.1091259023	105369.2962	491046.9562
1674	0.1091217019	105363.9972	491043.7035
1675	0.1091153655	105352.6118	491051.5408
1676	0.1091050868	105346.0433	491049.6647
1677	0.1090999759	105341.041	491048.2646
1678	0.1090816614	105319.3963	491041.7536
1679	0.109070977	105310.724	491027.5846
1680	0.1090593097	105286.5239	491008.1167
1681	0.109049291	105238.7259	490635.4317
1682	0.1090433188	105233.9002	490632.5333
1683	0.1090147806	105227.2055	490630.9712
1684	0.109002804	105213.5867	490571.3085
1685	0.1090021898	105210.3163	490564.0907
1686	0.1089878569	105204.4411	490562.2483
1687	0.1089888694	105204.4379	490562.098
1688	0.1089837714	105199.6365	490562.1811
1689	0.1089778282	105190.2968	490521.7629
1690	0.1089733156	105181.318	490518.1543
1691	0.1089687506	105174.9987	490510.2073
1692	0.1089605686	105141.9112	490379.9396
1693	0.1089329715	105133.7587	490375.2187
1694	0.1089306408	105126.8049	490372.2292
1695	0.1089234706	105113.5432	490319.3242
1696	0.1089087508	105102.4903	490303.4705
1697	0.1088856827	105090.6856	490286.0352
1698	0.1088802693	105077.7954	490269.1201
1699	0.1088667894	105069.995	490267.1702
1700	0.108856085	105062.3283	490266.3062
1701	0.1088514861	105047.8037	490035.7958
1702	0.1088418015	105044.0815	490033.3522
1703	0.1088158345	105039.6316	490031.3917
1704	0.1088055127	105021.7648	489974.7248
1705	0.1087591978	105013.2341	489966.5573
1706	0.108734774	105006.5442	489963.5407
1707	0.108722914	104998.1876	489958.8955
1708	0.1086994909	104932.6783	484397.6516
1709	0.1086785554	104926.8026	484397.2963
1710	0.1086697502	104923.7861	484396.5625
1711	0.1086628622	104916.9453	484394.6944
1712	0.1086401051	104907.9586	484390.7619
1713	0.1086285761	104871.88	484316.6298
1714	0.1086293142	104871.8588	484316.0887
1715	0.1086095526	104861.4834	484318.0096
1716	0.1085932212	104846.8822	484316.0825
1717	0.1085825376	104840.6459	484312.8004
1718	0.1085770437	104823.5193	484292.4923
1719	0.1085672162	104804.9	484269.044
1720	0.108555504	104769.0994	484177.2059
1721	0.1085458242	104763.5233	484175.4504
1722	0.1085306272	104757.3734	484173.2057
1723	0.1085195015	104748.391	484172.0759
1724	0.1085143386	104732.8045	483990.6597
1725	0.1085032903	104727.2282	483989.0757
1726	0.1085037177	104726.625	483987.12
1727	0.1084913446	104705.3099	483976.2801
1728	0.1084815034	104691.349	483975.4895
1729	0.1084620589	104686.2432	483974.1632
1730	0.1084316936	104670.9471	483849.8187
1731	0.1084217971	104638.6974	483663.5317
1732	0.1084135502	104630.1956	483650.2724
1733	0.1084019611	104625.3856	483638.9321
1734	0.1083940353	104608.2809	483577.2329
1735	0.1083794871	104599.1424	483569.7453
1736	0.1083675036	104591.2183	483569.0087
1737	0.1083497142	104552.3714	483462.423
1738	0.1083364262	104537.6592	483459.245
1739	0.1083297849	104533.2942	483458.2829
1740	0.1083224915	104528.5826	483456.3585
1741	0.1083095344	104520.5313	483452.8524
1742	0.1082969301	104512.3252	483445.3806
1743	0.1082898146	104495.4592	483413.9925
1744	0.1082788473	104486.3786	483410.8023
1745	0.1082684309	104473.2951	483412.1206
1746	0.1082650836	104469.0155	483412.356
1747	0.108248531	104465.6577	483410.4276
1748	0.1082434637	104448.9507	483378.5986
1749	0.1082233144	104433.6048	483340.1377
1750	0.108215091	104417.8556	483316.8168
1751	0.1082088386	104405.2042	483289.4084
1752	0.1082084077	104399.7727	483264.9264
1753	0.1081906614	104394.0312	483263.49
1754	0.1081785618	104371.2957	483229.8288
1755	0.1081599489	104357.8143	483224.6904
1756	0.1081445088	104349.3511	483222.5037
1757	0.1081220656	104324.3476	483160.9137
1758	0.1081129622	104294.5277	482246.3407
1759	0.108096598	104262.6116	482177.5055
1760	0.1080787949	104255.0119	482174.53
1761	0.1080540281	104229.6888	482142.4681
1762	0.1080250748	104218.0721	482133.758
1763	0.1080109733	104207.0491	482131.3908
1764	0.1080023042	104185.3092	482104.2761
1765	0.1079909384	104167.9414	482098.673
1766	0.1079758517	104159.5098	482097.1961
1767	0.1079721858	104151.006	482090.3665
1768	0.1079557488	104146.2642	482108.2699
1769	0.1079442197	104102.6771	481202.56
1770	0.1079337786	104086.3114	481075.726
1771	0.1079197615	104073.906	481070.9114
1772	0.1079155832	104064.8286	481064.902
1773	0.1079039154	104060.5671	481064.467
1774	0.1078899661	104055.2874	481061.8599
1775	0.1078588323	104049.3049	481060.2993
1776	0.1078442142	104036.0378	481051.0909
1777	0.1078371358	104014.3467	481008.7248
1778	0.1078329918	104008.2237	480954.8881
1779	0.1078196245	103998.0209	480895.9581
1780	0.1078100886	103986.6217	480893.1308
1781	0.1078056455	103961.5775	480820.9517
1782	0.1077903101	103915.0516	480657.9366
1783	0.1077840176	103888.7871	480351.7979
1784	0.1077691136	103881.0694	480348.6305
1785	0.1077590649	103872.6793	480346.8336
1786	0.1077473404	103865.6599	480300.1012
1787	0.1077351773	103855.7328	480291.7954
1788	0.1077307612	103824.2038	480002.867
1789	0.1077035027	103812.2141	479999.2765
1790	0.1076823023	103769.8929	479961.9861
1791	0.1076607392	103755.01	479928.3185
1792	0.1076548191	103748.2531	479924.8545
1793	0.1076417748	103737.5552	479914.5795
1794	0.1076286361	103732.2298	479906.3524
1795	0.1076130101	103719.0354	479897.1315
1796	0.1075946225	103711.9842	479851.9394
1797	0.1075824982	103700.7163	479816.8325
1798	0.1075782131	103685.2387	479744.861
1799	0.1075371753	103678.2365	479742.5092
1800	0.1075184812	103671.6859	479737.9435
1801	0.1075094266	103647.1751	479494.2972
1802	0.107485194	103638.4024	479489.7908
1803	0.1074690402	103631.1147	479468.5161
1804	0.1074462415	103621.0308	479450.5794
1805	0.1074371861	103609.2006	479438.5944
1806	0.1074259835	103582.3944	479393.7658
1807	0.1074224169	103576.6469	479391.2696
1808	0.1074176191	103570.0629	479386.3796
1809	0.1074099382	103563.4613	479382.762
1810	0.1074054255	103558.1851	479380.8115
1811	0.1073957961	103549.0881	479378.0604
1812	0.10739211	103545.5856	479376.492
1813	0.1073920911	103545.4077	479375.5949
1814	0.1073843762	103539.6374	479374.3623
1815	0.107384375	103539.1048	479374.7903
1816	0.107374842	103532.6403	479372.1449
1817	0.1073692775	103515.0061	479290.227
1818	0.1073647125	103507.2473	479286.339
1819	0.1073320275	103498.3886	479281.9641
1820	0.1073209335	103481.9317	479277.3692
1821	0.1073082159	103473.177	479224.5276
1822	0.1073001477	103469.5833	479220.791
1823	0.1072964565	103450.9264	479014.5076
1824	0.1072895153	103435.15	478990.2755
1825	0.1072798595	103426.224	478977.0475
1826	0.107273245	103400.9011	478150.8559
1827	0.1072542038	103392.0979	478143.2771
1828	0.1072459051	103351.7037	477984.1337
1829	0.1072338134	103332.7054	477966.9178
1830	0.1072277868	103324.4169	477967.7708
1831	0.1072103307	103318.5469	477966.993
1832	0.1071675077	103310.2741	477966.6746
1833	0.1071595627	103302.8542	477924.5644
1834	0.1071435963	103296.2899	477922.0174
1835	0.1071349713	103289.0645	477919.2647
1836	0.1071241992	103272.9319	477901.7411
1837	0.1071172659	103253.599	477149.9528
1838	0.1071080257	103249.4499	477147.2818
1839	0.1071082615	103249.2728	477146.224
1840	0.1071003261	103236.168	477148.4332
1841	0.1070847866	103226.7348	477142.2717
1842	0.1070698133	103221.0308	477135.8137
1843	0.107063627	103205.1772	477092.1192
1844	0.1070549775	103195.6327	477079.466
1845	0.107042413	103182.2064	477069.6696
